ambulance_id,seconds_worked
0,17476
1,20470
2,34197
3,25457
4,15796
5,22386
6,19409
7,6230
8,26358
9,27945
10,22194
11,23287
12,5375
13,19490
14,12429
15,14255
16,24614
17,23843
18,9617
19,18147
20,25726
21,22110
22,26700
23,32042
24,23688
25,33279
26,24016
27,23701
28,22424
29,29657
30,26068
31,19499
32,21966
33,23859
34,25071
35,23886
36,31145
37,8922
38,32449
39,21981
40,34509
41,23384
42,33908
43,29375
44,23419
