allocation_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,6,2,1,1,1,4,1,5,3,4,4,8,3,1,3,1,2,2,5
1,4,3,4,1,1,2,3,1,4,4,1,10,4,1,2,3,3,3,3
2,2,4,5,3,4,3,2,3,2,3,4,2,3,2,2,3,3,3,4
3,2,2,2,1,1,5,4,5,1,3,6,8,2,3,3,3,3,2,1
