allocation_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,6,1,1,1,1,3,2,0,3,3,3,8,3,2,3,7,4,1,0
1,4,1,1,1,3,3,3,7,2,3,8,2,4,0,3,1,3,1,2
2,2,1,1,4,3,1,3,4,5,2,2,4,1,3,2,3,2,4,5
3,1,2,3,8,0,2,5,1,2,0,5,9,0,1,4,3,2,3,1
