ambulance_id,seconds_worked
0,27903
1,23905
2,21019
3,26348
4,18859
5,13427
6,32311
7,6187
8,22384
9,21894
10,30518
11,17620
12,29693
13,18143
14,13443
15,9640
16,18746
17,21133
18,23769
19,20740
20,14681
21,18795
22,20961
23,27003
24,11917
25,29190
26,25454
27,29706
28,26054
29,32091
30,25078
31,23945
32,27586
33,31796
34,28785
35,30742
36,13654
37,24848
38,30834
39,7741
40,13396
41,26843
42,24417
43,37388
44,27621
