allocation_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,3,3,2,2,2,2,3,3,2,2,3,2,2,3,2,2,2,3,2
1,2,3,3,2,2,2,3,2,3,2,2,3,3,2,2,2,2,3,2
2,2,2,2,1,2,3,1,1,2,3,3,6,2,3,4,3,3,1,1
3,2,3,2,2,2,1,3,3,2,2,2,2,2,1,2,3,4,3,4
