ambulance_id,seconds_worked
0,29561
1,29049
2,38358
3,40973
4,37141
5,23809
6,29808
7,17503
8,21943
9,23929
10,33892
11,33328
12,26931
13,33294
14,28477
15,20045
16,28567
17,37722
18,30659
19,37854
20,42320
21,39636
22,35259
23,38363
24,33290
25,42794
26,43118
27,37058
28,35533
29,20412
30,29601
31,26279
32,31775
33,40167
34,42369
35,27230
36,20952
37,21667
38,39613
39,25512
40,26656
41,40713
42,42111
43,33795
44,32930
