ambulance_id,seconds_worked
0,32149
1,38373
2,42213
3,36945
4,18821
5,28730
6,28731
7,34403
8,30014
9,10601
10,23361
11,30990
12,33094
13,29087
14,35576
15,36833
16,32057
17,38017
18,37152
19,43331
20,29781
21,34367
22,35861
23,27701
24,35054
25,37307
26,41415
27,32272
28,36831
29,36831
30,37693
31,38144
32,34808
33,27048
34,30090
35,34110
36,49514
37,32315
38,36558
39,30255
40,32150
41,27764
42,34418
43,43036
44,27978
