allocation_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,4,3,2,3,0,2,4,4,3,1,2,9,6,3,3,3,3,2,2
1,1,5,2,2,3,2,3,3,2,4,2,4,3,4,5,3,5,2,4
2,2,2,3,2,2,3,2,3,2,3,0,15,2,1,4,3,3,3,4
3,3,3,3,3,3,4,3,3,3,3,4,4,3,3,3,2,3,3,3
