ambulance_id,seconds_worked
0,16116
1,7528
2,30159
3,15879
4,17876
5,8263
6,9627
7,25569
8,20572
9,5034
10,13478
11,24070
12,16861
13,14338
14,11207
15,13326
16,16986
17,14049
18,10740
19,12386
20,23941
21,23791
22,22784
23,28494
24,33039
25,29296
26,28324
27,26436
28,29840
29,20872
30,33333
31,34370
32,33062
33,28999
34,31275
35,26641
36,15977
37,15796
38,16083
39,16206
40,17244
41,7054
42,12255
43,25516
44,8354
