ambulance_id,seconds_worked
0,39328
1,34861
2,35691
3,31518
4,34709
5,22476
6,27252
7,20210
8,30813
9,38229
10,31078
11,35940
12,25969
13,22763
14,26998
15,25137
16,30987
17,43330
18,43441
19,45208
20,43667
21,33903
22,34337
23,30561
24,28479
25,37284
26,32512
27,21195
28,27919
29,20756
30,40108
31,40621
32,39053
33,24960
34,37535
35,26196
36,21152
37,28075
38,32808
39,35508
40,38036
41,40136
42,40318
43,34919
44,34196
