ambulance_id,seconds_worked
0,39888
1,33137
2,45382
3,41309
4,35248
5,32237
6,27853
7,32828
8,32618
9,29935
10,32135
11,29255
12,33447
13,42159
14,29264
15,31171
16,37746
17,36538
18,30102
19,36434
20,35907
21,33569
22,33983
23,27376
24,34917
25,25233
26,40396
27,29386
28,29049
29,29518
30,31023
31,33998
32,25170
33,33509
34,39622
35,38566
36,34253
37,30144
38,30344
39,29949
40,30590
41,31982
42,37787
43,35514
44,30415
