ambulance_id,seconds_worked
0,41576
1,48528
2,32289
3,35635
4,34552
5,23007
6,41878
7,45525
8,32455
9,27989
10,46568
11,34897
12,42388
13,27910
14,32360
15,29177
16,35652
17,38336
18,29886
19,28202
20,22698
21,32924
22,25520
23,37592
24,34606
25,35577
26,27480
27,41929
28,24762
29,24002
30,32297
31,36492
32,32986
33,32549
34,28607
35,41071
36,33989
37,29777
38,32904
39,31788
40,25134
41,28996
42,45744
43,38681
44,28634
