ambulance_id,seconds_worked
0,46618
1,34380
2,19145
3,45261
4,38493
5,40514
6,34043
7,46448
8,38953
9,29616
10,26349
11,23961
12,39964
13,31333
14,24737
15,29603
16,30684
17,34619
18,28198
19,36487
20,32818
21,33186
22,36998
23,26844
24,28513
25,33356
26,27379
27,29150
28,33085
29,30449
30,33072
31,27270
32,30121
33,23723
34,34152
35,37297
36,32718
37,24934
38,42690
39,31256
40,44131
41,33756
42,42286
43,36916
44,31722
