ambulance_id,seconds_worked
0,29915
1,30711
2,26684
3,37180
4,42181
5,34623
6,30171
7,18526
8,21065
9,29104
10,26279
11,27578
12,18696
13,33193
14,33520
15,34959
16,35855
17,35434
18,27236
19,34775
20,27998
21,33755
22,42482
23,37875
24,42246
25,39914
26,40762
27,40948
28,23315
29,31981
30,38333
31,32366
32,35886
33,32355
34,36521
35,47468
36,35572
37,41078
38,42986
39,30956
40,29022
41,37609
42,32282
43,36972
44,38329
