ambulance_id,seconds_worked
0,25720
1,7007
2,19855
3,8006
4,15669
5,22083
6,15146
7,19920
8,0
9,22174
10,16816
11,19986
12,27215
13,28098
14,27595
15,28838
16,25953
17,31152
18,19650
19,25059
20,27858
21,35558
22,30012
23,29596
24,24150
25,15821
26,8826
27,7065
28,6359
29,8285
30,23428
31,5100
32,14123
33,5173
34,8441
35,23366
36,27047
37,35805
38,23484
39,18712
40,18217
41,16265
42,26536
43,18596
44,27132
45,25830
