ambulance_id,seconds_worked
0,15926
1,16589
2,20003
3,17907
4,15781
5,22394
6,18511
7,1876
8,13267
9,15048
10,12325
11,20691
12,14790
13,17309
14,34435
15,25806
16,18120
17,29311
18,29406
19,20700
20,25840
21,19756
22,21149
23,25436
24,24043
25,24358
26,23603
27,22224
28,27950
29,15544
30,16621
31,20906
32,25723
33,14780
34,23671
35,34820
36,15873
37,19002
38,19750
39,21548
40,28189
41,25379
42,31770
