ambulance_id,seconds_worked
0,8442
1,0
2,17207
3,19499
4,27482
5,13360
6,0
7,0
8,8190
9,15746
10,16387
11,21139
12,10442
13,9129
14,16451
15,18867
16,22545
17,19720
18,22383
19,17016
20,17732
21,12405
22,37940
23,26286
24,35410
25,35823
26,34503
27,31163
28,39853
29,34659
30,22885
31,31161
32,27556
33,19562
34,26697
35,17893
36,27022
37,21325
38,31576
39,34507
40,26341
41,25265
42,30014
43,31575
