ambulance_id,seconds_worked
0,16163
1,9871
2,18827
3,23163
4,20553
5,0
6,8263
7,32019
8,20470
9,12924
10,12714
11,17138
12,16735
13,17284
14,14572
15,9299
16,20822
17,13799
18,12716
19,10720
20,14482
21,23601
22,27774
23,34128
24,22443
25,25075
26,28506
27,25207
28,28749
29,25612
30,37983
31,29162
32,33125
33,29178
34,26487
35,27143
36,15109
37,27801
38,14437
39,13269
40,14109
41,12330
42,10342
43,16003
44,20078
