ambulance_id,seconds_worked
0,25708
1,9674
2,26031
3,15673
4,15590
5,25277
6,22765
7,25481
8,30308
9,16932
10,9756
11,24242
12,20438
13,17218
14,28521
15,20153
16,22604
17,20468
18,16234
19,32303
20,31769
21,30986
22,28207
23,23699
24,19052
25,33682
26,29181
27,20018
28,24755
29,19854
30,14770
31,9960
32,22799
33,21055
34,23267
35,38652
36,23423
37,29754
38,37194
39,30855
40,28583
41,28063
42,33077
43,33067
44,24291
