ambulance_id,seconds_worked
0,24010
1,33895
2,5831
3,15935
4,23558
5,34304
6,28612
7,22505
8,12071
9,38299
10,17020
11,11793
12,26910
13,25261
14,25911
15,7639
16,28699
17,19712
18,36076
19,29159
20,17664
21,34690
22,28558
23,21757
24,26056
25,28770
26,23123
27,17643
28,32168
29,25302
30,21487
31,21305
32,18071
33,21966
34,15310
35,21696
36,26457
37,24790
38,18397
39,35619
40,29019
41,12060
42,19766
43,23023
44,27066
