ambulance_id,seconds_worked
0,31901
1,32552
2,28797
3,43447
4,41666
5,37741
6,37386
7,33431
8,33645
9,25905
10,30055
11,12788
12,28010
13,34805
14,29084
15,33906
16,37062
17,36600
18,35228
19,31662
20,35286
21,35666
22,45136
23,43156
24,45181
25,45309
26,39595
27,37039
28,46037
29,43598
30,41651
31,38733
32,33463
33,38458
34,46949
35,36077
36,37015
37,40106
38,39133
39,39031
40,30783
41,39666
42,40743
43,38825
