ambulance_id,seconds_worked
0,39073
1,37623
2,36123
3,26885
4,22228
5,12482
6,12805
7,26776
8,30814
9,33433
10,36388
11,31619
12,36718
13,37109
14,39089
15,42806
16,35281
17,42316
18,32367
19,30228
20,34954
21,38878
22,42342
23,36140
24,36067
25,27709
26,22535
27,18383
28,22596
29,15122
30,29412
31,22952
32,33480
33,31244
34,30774
35,31692
36,34583
37,39428
38,33297
39,35869
40,29757
41,38351
42,33842
43,34731
44,39874
45,33574
