ambulance_id,seconds_worked
0,40674
1,38678
2,38189
3,36718
4,37555
5,33667
6,35026
7,40677
8,38733
9,37146
10,39045
11,29079
12,37253
13,41249
14,41734
15,27654
16,39509
17,38715
18,38106
19,39495
20,35769
21,36955
22,29307
23,40804
24,43122
25,41806
26,31138
27,35532
28,33877
29,33676
30,24994
31,41025
32,31547
33,35410
34,23111
35,36392
36,38899
37,30518
38,40167
39,36292
40,31159
41,25538
42,40300
43,29335
44,38703
