ambulance_id,seconds_worked
0,33078
1,35836
2,39033
3,37046
4,32244
5,33581
6,18158
7,12582
8,16457
9,18896
10,21587
11,30688
12,24997
13,36763
14,22283
15,30794
16,20437
17,18165
18,25951
19,27227
20,30032
21,35820
22,33346
23,38665
24,29959
25,25155
26,26714
27,39014
28,28896
29,37378
30,32218
31,38681
32,34095
33,32967
34,35354
35,34849
36,29561
37,30513
38,27644
39,20243
40,19074
41,23895
42,35773
43,47597
44,28651
