ambulance_id,seconds_worked
0,29718
1,13633
2,22680
3,22032
4,21196
5,23242
6,17549
7,18248
8,23910
9,18313
10,22297
11,28110
12,14976
13,24997
14,17274
15,14099
16,15607
17,16949
18,24154
19,29749
20,27430
21,33304
22,25151
23,22837
24,24280
25,19909
26,20104
27,17994
28,21302
29,27889
30,25797
31,24488
32,27863
33,26108
34,15083
35,19065
36,21769
37,18348
38,21396
39,30157
40,32149
41,20524
42,25968
43,35293
44,18401
