ambulance_id,seconds_worked
0,25706
1,25154
2,13499
3,8335
4,21483
5,31822
6,18332
7,14572
8,18035
9,22565
10,12535
11,13670
12,16630
13,12988
14,9792
15,17127
16,22308
17,27069
18,20349
19,25309
20,25192
21,18710
22,22073
23,14992
24,19040
25,19556
26,23882
27,20155
28,22244
29,21766
30,20777
31,32179
32,16749
33,25716
34,16373
35,22313
36,19415
37,24832
38,28458
39,29101
40,17631
41,18873
42,12940
43,12937
44,11618
