ambulance_id,seconds_worked
0,14785
1,12981
2,14237
3,22277
4,13864
5,28800
6,17679
7,32382
8,16893
9,35488
10,17954
11,19694
12,21466
13,25768
14,17414
15,7985
16,13988
17,8949
18,24815
19,8905
20,27418
21,33331
22,16819
23,7003
24,24680
25,28648
26,27504
27,33560
28,25961
29,24180
30,24253
31,25808
32,20813
33,28085
34,26174
35,22464
36,19517
37,22979
38,32777
39,17490
40,14714
41,16479
42,23019
43,29042
44,19815
