allocation_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,4,1,1,2,3,3,1,2,1,3,2,9,2,2,3,2,3,1
1,3,3,2,5,1,1,3,2,3,4,2,1,2,3,2,1,2,5
2,2,1,2,1,2,0,1,2,3,3,1,8,3,2,6,2,1,5
3,1,1,0,1,2,4,2,4,2,0,5,7,3,3,3,2,2,3
