allocation_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,1,2,2,2,2,3,3,2,2,3,4,3,2,3,3,3,3,2
1,3,3,2,2,2,2,3,2,2,3,2,3,2,3,2,3,3,3
2,0,1,2,2,0,3,3,0,6,1,1,5,5,2,5,3,4,2
3,1,3,1,4,2,3,1,6,1,2,3,6,4,1,2,1,2,2
