ambulance_id,seconds_worked
0,37461
1,45396
2,27463
3,15873
4,5955
5,11873
6,13487
7,20291
8,12229
9,15429
10,6931
11,11283
12,24951
13,16312
14,18940
15,20829
16,27185
17,11622
18,15901
19,33598
20,29750
21,31196
22,21022
23,19266
24,24953
25,21903
26,28568
27,28209
28,15316
29,18067
30,9883
31,14334
32,19123
33,17690
34,16281
35,9555
36,12576
37,27396
38,28514
39,25303
40,28947
41,35956
42,19387
43,31813
44,26395
