ambulance_id,seconds_worked
0,23959
1,11903
2,29823
3,25329
4,22954
5,17220
6,16588
7,15916
8,18625
9,5982
10,6169
11,15758
12,22317
13,18497
14,22743
15,15908
16,7814
17,26103
18,26007
19,24225
20,23283
21,29851
22,34130
23,26841
24,25382
25,20546
26,20106
27,31376
28,37406
29,32012
30,15590
31,10245
32,14772
33,11508
34,16544
35,15052
36,11239
37,14984
38,19048
39,33850
40,34226
41,26101
42,30006
43,30522
44,36217
