ambulance_id,seconds_worked
0,14752
1,20333
2,26538
3,17751
4,14723
5,19559
6,2642
7,22200
8,3276
9,7042
10,9408
11,18178
12,12551
13,6033
14,564
15,33109
16,30235
17,22075
18,12662
19,18746
20,19510
21,24669
22,28780
23,34666
24,35336
25,32134
26,31190
27,32216
28,36464
29,39938
30,21483
31,36016
32,14379
33,13306
34,21733
35,15159
36,37896
37,29726
38,32562
39,33453
40,18757
41,30733
42,38825
43,40402
